rowNames	Gene
460050	SH3RF2
460057	SH3RF2
460068	SH3RF2
460069	SH3RF2
460070	SH3RF2
460073	SH3RF2
460084	SH3RF2
460269	DPYSL3
460295	STK32A-AS1
460332	DPYSL3
460333	DPYSL3
460334	DPYSL3
460335	DPYSL3
460336	DPYSL3
460338	DPYSL3
460340	DPYSL3
460345	DPYSL3
460351	DPYSL3
460360	DPYSL3
460361	DPYSL3
460384	DPYSL3
460387	DPYSL3
460454	C5orf46
460456	C5orf46
460457	C5orf46
460459	C5orf46
460462	C5orf46
460466	C5orf46
460602	ADRB2
460603	ADRB2
460608	ADRB2
460609	ADRB2
460610	ADRB2
460677	SH3TC2
460699	SH3TC2
460700	SH3TC2
460701	SH3TC2
460713	SH3TC2
460806	CSNK1A1
460830	CSNK1A1
460832	CSNK1A1
460833	CSNK1A1
460839	CSNK1A1
460853	CSNK1A1
460910	ARHGEF37
460917	AC021078.1
460918	AC021078.1
460969	SLC26A2
460990	SLC26A2
460991	SLC26A2
460991	HMGXB3
461003	SLC26A2
461005	SLC26A2
461005	HMGXB3
461016	SLC26A2
461022	SLC26A2
461022	HMGXB3
461028	SLC26A2
461028	HMGXB3
461045	TIGD6
461063	SLC26A2
461063	HMGXB3
461072	HMGXB3
461077	SLC26A2
461077	HMGXB3
461111	HMGXB3
461116	TCOF1
461156	ARSI
461161	RPS14
461167	ARSI
461168	ARSI
461174	ARSI
461175	ARSI
461178	ARSI
461206	CD74
461213	ARSI
461214	CD74
461215	TCOF1
461215	CD74
461216	CD74
461227	CD74
461282	RPS14
461303	SYNPO
461328	DCTN4
461341	DCTN4
461342	DCTN4
461349	DCTN4
461351	SYNPO
461351	SMIM3
461352	SYNPO
461400	SMIM3
461404	SMIM3
461438	GPX3
461440	GPX3
461498	TNIP1
461498	GM2A
461516	TNIP1
461516	GM2A
461518	GM2A
461523	GM2A
461534	TNIP1
461534	GM2A
461535	GM2A
461536	GM2A
461551	GM2A
461560	CCDC69
461654	FAT2
461659	FAT2
461663	FAT2
461669	FAT2
461672	FAT2
461675	AC011374.2
461681	FAT2
461717	AC011374.2
461730	AC011374.2
461736	RPLP1P6
461742	AC011374.2
461749	ATOX1
461749	AC091982.3
461863	NMUR2
461864	NMUR2
461969	GRIA1
461970	GRIA1
462079	GALNT10
462136	GALNT10
462141	GALNT10
462154	GALNT10
462155	GALNT10
462157	GALNT10
462158	GALNT10
462159	GALNT10
462254	FAXDC2
462274	CNOT8
462274	MRPL22
462280	MRPL22
462285	MRPL22
462287	CNOT8
462287	MRPL22
462290	CNOT8
462290	MRPL22
462296	LARP1
462296	GEMIN5
462306	CNOT8
462308	CNOT8
462308	MRPL22
462309	MRPL22
462323	CNOT8
462323	MRPL22
462328	CNOT8
462328	GEMIN5
462329	MRPL22
462330	MRPL22
462341	CNOT8
462341	MRPL22
462342	CNOT8
462498	SGCD
462660	ITK
462697	HAVCR2
462706	HAVCR1
462736	CYFIP2
462743	TIMD4
462743	HAVCR1
462743	ITK
462748	HAVCR1
462748	HAVCR2
462748	ITK
462748	CYFIP2
462749	ITK
462758	HAVCR1
462758	HAVCR2
462758	ITK
462759	HAVCR1
462759	ITK
462761	HAVCR1
462761	ITK
462765	HAVCR1
462765	ITK
462779	NIPAL4
462784	HAVCR1
462784	HAVCR2
462784	ITK
462785	HAVCR2
462785	ITK
462785	CYFIP2
462785	ADAM19
462794	HAVCR2
462794	ADAM19
462795	HAVCR1
462795	ITK
462795	CYFIP2
462795	ADAM19
462796	HAVCR1
462796	HAVCR2
462796	ITK
462796	ADAM19
462797	HAVCR1
462797	HAVCR2
462797	ITK
462797	ADAM19
462801	ADAM19
462807	ADAM19
462842	NIPAL4
462866	ADAM19
462868	ADAM19
462869	ADAM19
462870	CYFIP2
462870	ADAM19
462871	ADAM19
462876	CYFIP2
462878	ADAM19
462897	ADAM19
462917	ADAM19
462924	ADAM19
462928	NIPAL4
462928	ADAM19
462929	ADAM19
462930	ADAM19
462931	NIPAL4
462931	ADAM19
462934	ADAM19
462938	ADAM19
462952	ADAM19
462996	CLINT1
463144	EBF1
463167	EBF1
463191	EBF1
463196	EBF1
463203	EBF1
463204	EBF1
463205	EBF1
463206	EBF1
463207	EBF1
463208	EBF1
463214	EBF1
463215	EBF1
463239	EBF1
463249	RNF145
463252	EBF1
463276	RNF145
463298	IL12B
463320	RNF145
463321	RNF145
463406	UBLCP1
463474	ADRA1B
463475	ADRA1B
463476	ADRA1B
463483	ADRA1B
463484	ADRA1B
463486	GAPDHP40
463489	ADRA1B
463495	ADRA1B
463497	ADRA1B
463499	GAPDHP40
463500	GAPDHP40
463502	ADRA1B
463511	ADRA1B
463515	ADRA1B
463516	ADRA1B
463516	GAPDHP40
463517	ADRA1B
463518	ADRA1B
463524	GAPDHP40
463525	ADRA1B
463525	PWWP2A
463532	ADRA1B
463540	GAPDHP40
463592	GAPDHP40
463593	GAPDHP40
463598	CCNJL
463628	CCNJL
463628	PTTG1
463629	CCNJL
463632	SLU7
463635	CCNJL
463636	CCNJL
463643	CCNJL
463644	CCNJL
463645	CCNJL
463654	CCNJL
463656	PTTG1
463685	C1QTNF2
463692	PTTG1
463693	SLU7
463704	CCNJL
463707	PTTG1
463714	SLU7
463736	SLU7
463961	GABRB2
463962	GABRB2
463965	GABRB2
463971	GABRB2
463973	GABRB2
463976	GABRB2
463978	GABRB2
463981	GABRB2
463982	GABRB2
464013	GABRB2
464026	GABRB2
464027	GABRB2
464180	HMMR
464562	TENM2
464574	TENM2
464577	TENM2
464578	TENM2
464585	TENM2
464711	AC026689.1
464749	WWC1
464753	AC026689.1
464787	AC026689.1
465217	INSYN2B
465226	INSYN2B
465231	INSYN2B
465240	INSYN2B
465248	INSYN2B
465260	INSYN2B
465267	INSYN2B
465279	INSYN2B
465281	INSYN2B
465282	INSYN2B
465324	INSYN2B
465455	LINC01366
465470	GABRP
465482	GABRP
465506	GABRP
465558	GABRP
465558	RANBP17
465752	FBXW11
465784	FBXW11
465855	SH3PXD2B
465925	SH3PXD2B
465939	SH3PXD2B
465972	AC011407.1
465976	AC027309.2
466027	AC011407.1
466048	AC011407.1
466059	AC011407.1
466075	DUSP1
466088	ERGIC1
466096	SNORA74B
466108	SNORA74B
466110	SNORA74B
466128	SNORA74B
466133	SNORA74B
466135	AC008429.1
466135	ATP6V0E1
466136	RPL26L1
466143	RPL26L1
466143	AC008429.1
466143	ATP6V0E1
466143	SNORA74B
466144	SNORA74B
466145	SNORA74B
466146	AC008429.1
466147	RPL26L1
466147	SNORA74B
466148	ATP6V0E1
466153	RPL26L1
466153	ATP6V0E1
466177	SNORA74B
466178	SNORA74B
466182	RPL26L1
466182	ATP6V0E1
466182	SNORA74B
466190	SNORA74B
466193	SNORA74B
466195	SNORA74B
466196	RPL26L1
466196	SNORA74B
466199	SNORA74B
466200	AC008429.1
466200	SNORA74B
466220	AC008429.1
466220	BNIP1
466222	ATP6V0E1
466228	RPL26L1
466231	AC008429.1
466231	BNIP1
466232	AC008429.1
466241	AC008429.1
466263	ERGIC1
466358	AC016573.1
466418	CPEB4
466419	CPEB4
466501	NSG2
466503	NSG2
466507	CPEB4
466521	NSG2
466528	NSG2
466530	NSG2
466694	MSX2
466737	MSX2
466752	MSX2
466771	MSX2
466839	DRD1
466840	DRD1
466841	DRD1
466970	CPLX2
466982	CPLX2
466982	THOC3
466990	CPLX2
466990	THOC3
467016	NOP16
467060	FAF2
467112	FAF2
467113	NOP16
467113	GPRIN1
467137	GPRIN1
467152	GPRIN1
467199	GPRIN1
467215	GPRIN1
467274	NSD1
467278	ZNF346
467281	ZNF346
467316	PRELID1
467343	LMAN2
467351	ZNF346
467351	RAB24
467367	RAB24
467379	RAB24
467398	PDLIM7
467420	PRELID1
467420	F12
467420	AC139795.2
467421	PRELID1
467421	LMAN2
467479	PRR7
467516	PRELID1
467516	LMAN2
467516	F12
467516	AC139795.2
467524	TMED9
467524	B4GALT7
467566	FAM153A
467566	AC106795.2
467567	AC106795.2
467638	COL23A1
467649	RMND5B
467667	N4BP3
467673	FAM153CP
467674	FAM153CP
467695	COL23A1
467719	COL23A1
467720	COL23A1
467750	COL23A1
467751	COL23A1
467756	COL23A1
467787	COL23A1
467809	COL23A1
467839	CLK4
467889	ZNF879
467922	ZNF879
467922	ZNF354C
467924	ZNF879
467925	ZNF879
468047	HMGB3P22
468060	HMGB3P22
468130	HMGB3P22
468155	AC008393.1
468158	AC008393.1
468266	RASGEF1C
468267	RASGEF1C
468405	CNOT6
468405	SCGB3A1
468449	LINC00847
468466	ZFP62
468470	ZFP62
468471	LINC00847
468485	HEIH
468486	HEIH
468488	MGAT1
468515	TRIM52-AS1
468611	TRIM52-AS1
468644	AL365272.1
468661	IRF4
468666	IRF4
468688	AL365272.1
468716	AL365272.1
468726	IRF4
468742	IRF4
468749	IRF4
468784	IRF4
468787	IRF4
468794	AL365272.1
468794	IRF4
468809	AL365272.1
468816	IRF4
468826	IRF4
468826	AL357054.1
468829	IRF4
468831	IRF4
468833	AL357054.1
468835	IRF4
468835	AL357054.1
468835	AL357054.4
469028	FOXQ1
469058	FOXQ1
469060	FOXQ1
469073	FOXQ1
469076	FOXQ1
469078	FOXQ1
469424	SERPINB6
469427	SERPINB6
469459	AL031963.3
469466	SERPINB9P1
469473	AL133351.1
469475	SERPINB9P1
469478	SERPINB9
469487	SERPINB9
469488	SERPINB9
469603	BPHL
469604	BPHL
469659	BPHL
469661	PSMG4
469697	PSMG4
469753	AL033523.1
469773	AL033523.1
469773	AL391422.4
469784	AL391422.4
469805	PXDC1
469805	AL590004.3
469808	AL033523.1
469808	PXDC1
469815	AL391422.4
469815	AL590004.3
469822	AL033523.1
469822	PXDC1
469822	AL391422.4
469822	AL590004.3
469857	AL033523.1
469859	AL391422.4
469863	AL391422.4
469863	AL590004.3
469864	AL033523.1
469864	PXDC1
469864	AL391422.4
469864	AL590004.3
469865	AL033523.1
469865	PXDC1
469865	AL391422.4
469865	AL590004.3
469866	AL033523.1
469866	AL391422.4
469867	AL033523.1
469868	PXDC1
469868	AL590004.3
469871	PXDC1
469871	AL590004.3
469872	PXDC1
469872	AL391422.4
469872	AL590004.3
469873	AL033523.1
469873	PXDC1
469873	AL391422.4
469878	AL391422.4
469887	AL391422.4
469887	AL590004.3
469897	AL391422.4
469897	AL590004.3
469900	PXDC1
469900	AL391422.4
469900	AL590004.3
469904	AL391422.4
469904	AL590004.3
469915	PXDC1
469915	AL391422.4
469915	AL590004.3
469916	PXDC1
469916	AL391422.4
469916	AL590004.3
469918	AL391422.4
469918	AL590004.3
469921	PXDC1
469921	AL391422.4
469921	AL590004.3
469922	PXDC1
469922	AL391422.4
469922	AL590004.3
469925	AL391422.4
470166	AL359643.3
470220	AL359643.2
470220	PPP1R3G
470237	LYRM4
470272	AL359643.3
470272	LYRM4
470277	PPP1R3G
470297	LYRM4
470605	LY86-AS1
470676	AL031123.5
470899	SSR1
470921	SSR1
470962	RREB1
471035	DSP
471155	TXNDC5
471500	PAK1IP1
471630	NEDD9
471631	NEDD9
471636	NEDD9
471644	NEDD9
471647	NEDD9
471654	NEDD9
471663	NEDD9
471666	NEDD9
471667	NEDD9
471669	NEDD9
471670	NEDD9
471817	ADTRP
471825	ADTRP
471949	EDN1
471966	EDN1
471973	EDN1
471978	EDN1
471979	EDN1
471984	EDN1
472003	EDN1
472006	EDN1
472008	EDN1
472009	EDN1
472010	EDN1
472011	EDN1
472012	EDN1
472155	GFOD1
472264	GFOD1
472268	GFOD1
472283	GFOD1
472449	RNF182
472449	CD83
472485	AL353152.2
472634	AL109914.1
473148	GMPR
473291	ATXN1
473568	CAP2
473586	RPL7P26
473600	RPL7P26
473636	RPL7P26
473817	DEK
473883	RNF144B
473899	RNF144B
473966	DEK
474128	ID4
474161	ID4
474164	ID4
474173	ID4
474184	ID4
474196	ID4
474200	ID4
474201	ID4
474263	E2F3
474332	E2F3
474385	CDKAL1
474407	CDKAL1
474633	SOX4
474633	CASC15
474639	CASC15
474654	CASC15
474670	CASC15
474688	CASC15
474690	CASC15
474691	CASC15
474710	CASC15
474711	CASC15
475020	GPLD1
475028	MRS2
475101	AL031775.1
475102	GPLD1
475186	AL031775.1
475237	RIPOR2
475251	RIPOR2
475255	RIPOR2
475279	CMAHP
475283	AL133268.1
475291	CMAHP
475301	CMAHP
475319	RIPOR2
475469	SCGN
475722	BTN3A2
475722	BTN2A2
475722	BTN3A1
475722	BTN3A3
475727	BTN3A2
475727	BTN2A2
475727	BTN3A1
475727	BTN3A3
475728	BTN3A2
475728	BTN2A2
475728	BTN3A1
475728	BTN3A3
475728	BTN1A1
475729	BTN3A2
475729	BTN2A2
475729	BTN3A1
475729	BTN3A3
475729	BTN1A1
475738	BTN2A2
475775	BTN3A3
476003	AL009179.1
476014	AL009179.2
476067	NKAPL
476078	AL049543.1
476101	AL049543.1
476115	AL049543.1
476262	HLA-F-AS1
476278	ZFP57
476278	MICE
476284	MICE
476284	HLA-V
476290	HLA-V
476297	HLA-V
476300	HLA-V
476309	HLA-F-AS1
476316	AL645929.3
476331	HLA-V
476376	RNF39
476379	AL662795.2
476402	PPP1R11
476453	AL662873.1
476468	DHX16
476473	HLA-E
476474	HLA-E
476485	HLA-E
476492	HLA-E
476513	C6orf136
476543	HLA-E
476545	HLA-E
476546	HLA-E
476578	HLA-E
476597	DHX16
476630	AL662797.1
476689	SFTA2
476689	MUC21
476694	SFTA2
476722	SFTA2
476722	MUC21
476722	HCG22
476727	SFTA2
476727	HCG22
476737	SFTA2
476741	HCG22
476748	VARS2
476753	DDR1
476778	MUC21
476785	AL662844.4
476823	HLA-C
476823	HLA-B
476849	HLA-B
476849	AL671883.2
476849	MICB
476849	NFKBIL1
476849	LTA
476849	LTB
476849	NCR3
476851	MICA
476853	HLA-B
476853	AL671883.2
476853	HCP5
476853	LTB
476853	LST1
476854	HLA-B
476854	HCP5
476913	HLA-C
476913	HLA-B
476913	HCP5
476913	MICB
476934	VWA7
476937	HLA-B
476937	AL671883.2
476937	HCP5
476937	MICB
476938	TNF
476938	SAPCD1-AS1
476938	VWA7
476939	HCP5
476939	MICB
476939	LTB
476941	AL671883.2
476941	NFKBIL1
476941	SNORA38
476943	HLA-B
476943	MICA
476943	HCP5
476943	MICB
476943	LTA
476943	TNF
476943	LTB
476943	NCR3
476946	HLA-B
476946	HCP5
476946	MICB
476946	LTA
476946	LTB
476946	NCR3
476948	HLA-B
476948	AL671883.2
476948	HCP5
476948	MICB
476950	HLA-B
476950	HCP5
476950	MICB
476950	LTA
476950	LTB
476960	HLA-B
476960	MICA
476960	HCP5
476960	LTA
476960	LTB
477012	HSPA1A
477022	HSPA1A
477056	NFKBIL1
477056	LTA
477056	LTB
477056	NCR3
477056	SAPCD1-AS1
477056	VWA7
477062	VWA7
477086	SLC44A4
477186	AGER
477246	TSBP1-AS1
477301	HLA-DRA
477301	HLA-DRB1
477301	HLA-DQA1
477306	HLA-DRA
477306	HLA-DRB5
477306	HLA-DRB1
477306	HLA-DQA1
477313	HLA-DRB5
477313	HLA-DRB6
477313	HLA-DQA2
477315	HLA-DRB5
477316	HLA-DRB5
477317	HLA-DRB5
477317	HLA-DRB6
477320	HLA-DRB6
477326	HLA-DRB5
477331	HLA-DRB5
477332	HLA-DRB5
477332	HLA-DRB6
477333	HLA-DRB5
477333	HLA-DRB6
477337	HLA-DRB5
477337	HLA-DRB6
477339	HLA-DRB5
477339	HLA-DQB1
477340	HLA-DRA
477340	HLA-DRB5
477340	HLA-DRB1
477340	HLA-DQA1
477340	HLA-DQA2
477340	HLA-DOB
477340	TAP2
477340	PSMB8
477340	PSMB8-AS1
477340	TAP1
477344	HLA-DQB1
477345	HLA-DRA
477345	HLA-DRB6
477345	HLA-DRB1
477345	HLA-DQA1
477345	HLA-DQA2
477345	HLA-DOB
477345	PSMB8-AS1
477345	TAP1
477346	HLA-DQA2
477346	PSMB8-AS1
477356	HLA-DQB1
477356	PSMB8
477363	HLA-DQB1
477375	HLA-DRB1
477375	HLA-DQA1
477375	HLA-DQA2
477375	HLA-DQB2
477375	HLA-DOB
477375	TAP2
477375	TAP1
477376	HLA-DQB2
477399	HLA-DOB
477399	TAP2
477399	PSMB9
477399	TAP1
477399	HLA-DOA
477400	HLA-DRB1
477400	HLA-DQA1
477400	HLA-DQA2
477400	HLA-DQB2
477400	HLA-DOB
477400	TAP2
477400	PSMB8
477400	PSMB8-AS1
477400	PSMB9
477400	TAP1
477400	HLA-DMA
477400	HLA-DOA
477411	HLA-DRB1
477411	PSMB9
477412	HLA-DRB1
477412	HLA-DQB2
477412	PSMB8
477412	PSMB9
477412	HLA-DOA
477424	PSMB8
477424	PSMB9
477426	PSMB8-AS1
477443	HLA-DQB2
477448	PSMB8
477454	TAP1
477454	HLA-DOA
477454	HLA-DPA1
477454	HLA-DPB1
477474	TAP2
477474	PSMB8
477474	PSMB8-AS1
477474	PSMB9
477474	TAP1
477474	HSD17B8
477480	TAP2
477480	PSMB9
477480	TAP1
477480	HLA-DMA
477480	HLA-DPB1
477482	TAP2
477482	PSMB8-AS1
477482	TAP1
477482	HLA-DMA
477482	HLA-DPB1
477483	PSMB8
477483	TAP1
477483	HLA-DMA
477483	HLA-DOA
477483	HLA-DPA1
477483	HLA-DPB1
477484	HLA-DOB
477484	TAP2
477484	PSMB8-AS1
477484	PSMB9
477484	TAP1
477484	HLA-DMA
477484	HLA-DOA
477484	HLA-DPA1
477484	HLA-DPB1
477484	HLA-DPB2
477484	HSD17B8
477485	HLA-DOB
477485	TAP2
477485	PSMB8-AS1
477485	PSMB9
477485	TAP1
477485	HLA-DMA
477485	HLA-DOA
477485	HLA-DPA1
477485	HLA-DPB1
477485	RPL32P1
477485	HLA-DPB2
477485	RXRB
477485	HSD17B8
477486	HLA-DOB
477486	TAP2
477486	PSMB8-AS1
477486	HLA-DMB
477486	HLA-DMA
477486	HLA-DOA
477486	HLA-DPA1
477486	HLA-DPB1
477486	HLA-DPB2
477486	RXRB
477486	HCG25
477491	PSMB8
477503	PSMB8
477503	PSMB9
477722	UQCC2
477910	GRM4
477911	GRM4
477914	GRM4
477915	GRM4
477929	GRM4
477930	GRM4
477931	GRM4
477932	GRM4
477965	SMIM29
478100	UHRF1BP1
478105	UHRF1BP1
478120	UHRF1BP1
478161	UHRF1BP1
478162	UHRF1BP1
478176	UHRF1BP1
478234	SNRPC
478234	TAF11
478267	UHRF1BP1
478320	SCUBE3
478321	SCUBE3
478328	SCUBE3
478331	HSPE1P11
478340	HSPE1P11
478346	SCUBE3
478350	SCUBE3
478352	SCUBE3
478469	RPL10A
478475	RPL10A
478505	FKBP5
478511	FANCE
478633	SLC26A8
478640	SLC26A8
478663	SLC26A8
478663	MAPK14
478708	ETV7
478717	MAPK14
478992	PPIL1
479004	CDKN1A
479061	PPIL1
479062	PPIL1
479064	PPIL1
479070	MTCH1
479072	TMEM217
479074	PIM1
479090	TMEM217
479113	TBC1D22B
479115	TMEM217
479142	TMEM217
479144	TMEM217
479160	PIM1
479187	TMEM217
479258	TBC1D22B
479329	LINC02520
479357	ZFAND3
479606	GLO1
479848	KCNK17
479931	DAAM2
479932	DAAM2
479933	DAAM2
479937	DAAM2
479944	DAAM2
479949	FO393411.1
479950	FO393411.1
479952	MOCS1
479955	DAAM2
479962	FO393411.1
479965	FO393411.1
479966	FO393411.1
479974	FO393411.1
479994	FO393411.1
480040	FO393411.1
480074	LRFN2
480200	LRFN2
480270	TREM1
480292	OARD1
480293	NFYA
480319	TREM1
480479	MDFI
480490	MDFI
480513	MDFI
480573	MDFI
480606	USP49
480622	CCND3
480646	GUCA1B
480654	USP49
480692	BYSL
480693	BYSL
480693	C6orf132
480699	GUCA1B
480700	C6orf132
480711	C6orf132
480712	C6orf132
480906	TRERF1
480913	UBR2
480915	UBR2
480916	TRERF1
480965	UBR2
480965	MRPL2
481009	AL035587.2
481077	DNPH1
481086	GNMT
481093	ZNF318
481129	AL136304.1
481135	AL136304.1
481253	RSPH9
481254	RSPH9
481263	LRRC73
481265	MRPS18A
481277	TJAP1
481278	TJAP1
481280	POLR1C
481280	MRPS18A
481299	XPO5
481306	VEGFA
481307	VEGFA
481333	MRPS18A
481346	RSPH9
481347	RSPH9
481348	RSPH9
481354	RSPH9
481402	VEGFA
481406	AL109615.3
481411	AL109615.3
481412	VEGFA
481416	VEGFA
481416	C6orf223
481422	AL109615.3
481431	AL109615.3
481435	AL109615.3
481483	HSP90AB1
481827	RUNX2
481840	RUNX2
481851	RUNX2
481852	RUNX2
481904	AL096865.1
481964	CLIC5
482027	CLIC5
482029	CLIC5
482032	CLIC5
482034	CLIC5
482036	CLIC5
482037	CLIC5
482040	ACTG1P9
482048	CLIC5
482049	CLIC5
482052	CLIC5
482053	CLIC5
482054	CLIC5
482057	CLIC5
482066	CLIC5
482071	CLIC5
482075	CLIC5
482077	ACTG1P9
482104	ACTG1P9
482138	ENPP5
482163	RCAN2
482250	ADGRF5
482285	ADGRF1
482286	ADGRF1
482306	ADGRF1
482312	ADGRF1
482348	ADGRF1
482371	ADGRF1
482472	ADGRF2
482472	ADGRF4
482473	ADGRF2
482473	ADGRF4
482487	ADGRF2
482488	ADGRF2
482488	ADGRF4
482490	ADGRF4
482491	ADGRF4
482492	ADGRF4
482802	PKHD1
482874	PAQR8
483090	ELOVL5
483183	AL034374.1
483311	KLHL31
483374	LRRC1
483379	LRRC1
483391	AL033384.1
483696	DST
483729	DST
483751	DST
483756	DST
483766	DST
483778	BEND6
483804	BEND6
483819	BEND6
483824	BEND6
483830	KIAA1586
483833	BEND6
483839	BEND6
483866	BEND6
483873	BEND6
483918	KIAA1586
483918	RAB23
483920	BAG2
483922	BAG2
483922	RAB23
483923	BAG2
483935	RAB23
484083	KHDRBS2
484092	KHDRBS2
484130	KHDRBS2
484215	RPL9P18
484237	AL135905.1
484241	AL135905.1
484487	ADH5P4
484646	AL606923.2
484665	AL606923.2
484666	AL606923.2
484669	AL606923.2
484671	AL606923.2
484671	ADGRB3
484680	AL606923.2
484680	AL391807.1
484810	LMBRD1
484811	LMBRD1
484930	SDHAF4
484952	SMAP1
484954	SMAP1
485014	AL136164.3
485054	LINC00472
485054	AL136164.3
485058	AL136164.3
485090	LINC00472
485090	AL136164.3
485171	KCNQ5-IT1
485180	FO393414.3
485181	KCNQ5
485182	KCNQ5
485183	KCNQ5
485183	FO393414.3
485184	FO393414.3
485185	KCNQ5
485185	FO393414.3
485186	KCNQ5
485189	KCNQ5
485192	FO393414.3
485195	KCNQ5
485213	FO393414.3
485216	KCNQ5-IT1
485223	KCNQ5
485227	FO393414.3
485232	KCNQ5
485233	KCNQ5
485242	KCNQ5
485242	FO393414.3
485446	MTO1
485479	MTO1
485495	EEF1A1
485495	CD109
485495	AL590428.1
485503	CD109
485696	FILIP1
485745	AL080250.1
485745	FILIP1
485835	MYO6
485836	MYO6
485998	HTR1B
486368	ELOVL4
486539	TENT5A
486583	TENT5A
486676	TPBG
486699	TPBG
486704	TPBG
486711	TPBG
486713	TPBG
486723	TPBG
487006	NT5E
487021	NT5E
487040	NT5E
487043	NT5E
487062	NT5E
487147	SNHG5
487278	HTR1E
487495	CNR1
487496	CNR1
487497	CNR1
487506	CNR1
487517	CNR1
487518	CNR1
487523	CNR1
487955	BACH2
488481	GPR63
488482	GPR63
488492	KLHL32
488496	KLHL32
488507	GPR63
488908	ASCC3
488972	AL133338.1
489275	BVES
489275	POPDC3
489275	PREP
489290	BVES
489290	POPDC3
489291	BVES
489291	POPDC3
489292	BVES
489292	POPDC3
489293	BVES
489293	POPDC3
489293	AL096794.1
489294	BVES
489294	POPDC3
489294	PREP
489298	POPDC3
489307	POPDC3
489312	POPDC3
489320	BVES
489320	POPDC3
489328	AL096794.1
489341	AL096794.1
489345	AL096794.1
489347	AL096794.1
489389	AL096794.1
489513	ATG5
489520	ATG5
489636	ATG5
489669	ATG5
489994	SOBP
490044	SOBP
490045	SOBP
490055	SOBP
490056	SOBP
490057	SOBP
490106	SOBP
490106	SCML4
490135	SEC63
490140	SCML4
490141	SCML4
490145	AL096816.1
490145	SCML4
490149	AL096816.1
490149	SCML4
490692	CD164
490831	METTL24
490835	METTL24
490843	DDO
490951	SLC16A10
490966	GTF3C6
491004	AL080317.2
491009	SLC16A10
491012	SLC16A10
491022	SLC16A10
491024	SLC16A10
491033	SLC16A10
491039	SLC16A10
491083	MFSD4B
491162	TRAF3IP2
491248	FYN
491429	TUBE1
491636	MARCKS
491637	MARCKS
491641	LINC02541
491641	MARCKS
491644	LINC02541
491699	MARCKS
492001	DSE
492009	CALHM6
492011	DSE
492030	DSE
492078	TRAPPC3L
492235	SLC35F1
492244	AL450405.1
492245	AL450405.1
492248	AL450405.1
492254	SLC35F1
492304	CEP85L
492339	CEP85L
492347	CEP85L
492348	CEP85L
492359	MCM9
492381	CEP85L
492387	CEP85L
492396	FAM184A
492433	FAM184A
492434	FAM184A
492446	FAM184A
492520	MAN1A1
492524	MAN1A1
492537	MAN1A1
492745	GJA1
492756	GJA1
492758	GJA1
492769	GJA1
492955	HSF2
492965	SMPDL3A
492980	SMPDL3A
493427	AL365259.1
493707	RNF146
493707	ECHDC1
493707	KIAA0408
493708	ECHDC1
493711	ECHDC1
493729	ECHDC1
493751	RNF146
493751	KIAA0408
493752	RNF146
493752	ECHDC1
493752	KIAA0408
493753	KIAA0408
493757	ECHDC1
493762	KIAA0408
493771	RNF146
493772	RPL5P18
493823	THEMIS
493828	THEMIS
493833	THEMIS
493967	LAMA2
493985	AL356124.1
493993	AL356124.1
494090	ARHGAP18
494120	L3MBTL3
494129	L3MBTL3
494166	SAMD3
494169	L3MBTL3
494183	SAMD3
494183	TMEM200A
494190	TMEM200A
494192	SAMD3
494208	SAMD3
494208	TMEM200A
494209	SAMD3
494209	TMEM200A
494229	SAMD3
494229	TMEM200A
494241	TMEM200A
494244	TMEM200A
494248	TMEM200A
494254	TMEM200A
494255	TMEM200A
494258	TMEM200A
494264	TMEM200A
494272	TMEM200A
494273	TMEM200A
494404	AKAP7
494411	AKAP7
494439	ENPP3
494452	ENPP3
494487	ENPP1
494488	ENPP1
494490	ENPP1
494493	ENPP1
494496	ENPP1
494503	ENPP1
494506	ENPP1
494508	ENPP1
494539	ENPP1
494540	ENPP1
494541	ENPP1
494542	ENPP1
494543	ENPP1
494545	ENPP1
494548	ENPP1
494644	MOXD1
494895	SGK1
494923	SLC2A12
495022	SGK1
495050	SGK1
495058	SGK1
495202	HBS1L
495221	HBS1L
495276	ALDH8A1
495278	HBS1L
495307	MYB
495308	ALDH8A1
495415	PDE7B
495416	PDE7B
495433	PDE7B
495434	PDE7B
495436	PDE7B
495439	PDE7B
495446	PDE7B
495448	PDE7B
495449	PDE7B
495463	PDE7B
495481	PDE7B
495547	MTFR2
495650	MAP3K5
495653	MAP3K5
495698	MAP3K5
495699	MAP3K5
495700	MAP3K5
495707	MAP3K5
495822	IFNGR1
495931	WAKMAR2
495931	TNFAIP3
495933	WAKMAR2
495984	WAKMAR2
495988	WAKMAR2
495988	TNFAIP3
495990	TNFAIP3
495992	WAKMAR2
496009	WAKMAR2
496009	TNFAIP3
496015	WAKMAR2
496015	TNFAIP3
496016	WAKMAR2
496032	WAKMAR2
496032	TNFAIP3
496033	TNFAIP3
496051	WAKMAR2
496051	TNFAIP3
496073	PERP
496077	PERP
496080	PERP
496120	ARFGEF3
496264	AL590617.2
496305	HECA
496305	TXLNB
496313	HECA
496313	TXLNB
496317	HECA
496317	TXLNB
496318	HECA
496318	TXLNB
496318	AL592429.2
496322	HECA
496322	TXLNB
496328	HECA
496328	TXLNB
496336	HECA
496341	AL592429.2
496358	AL592429.2
496365	TXLNB
496366	HECA
496366	TXLNB
496378	TXLNB
496379	HECA
496379	TXLNB
